y_true_cls,y_pred_ehull
0,0.8893020336708414
1,0.08391868493508689
1,0.06283075052944306
0,0.24475854845351633
1,0.11612762712736928
0,0.7782268057411433
0,0.16686843651574118
0,0.4505428891031566
1,0.4039409386071967
0,0.5768786903203853
0,0.19436626802935386
0,0.6367078593393426
1,-0.01514308880997256
1,0.025214835755956587
0,0.33694625750603124
1,-0.06734761327082008
1,0.14546556869351804
1,0.05371178425508936
0,0.24575667217549405
1,-0.027479383631798818
1,0.03183763777007205
1,0.3472312501751718
0,0.18989414668123353
0,-0.08182548725944104
1,0.20568124359021178
1,0.022834935400915215
1,0.14246456173771282
0,0.20850444184195843
0,0.3242001076036689
0,0.6833262213251499
0,0.184007831147642
1,0.0033413536475159814
1,0.01732559890445482
0,0.1041750550112612
0,0.08232940468794939
0,0.5095483994587408
1,-0.024421350469499618
0,0.497641267013874
0,0.22175497220106088
0,0.5974632466092529
1,0.16190369545998876
1,0.04509717524218735
0,0.8738570459533357
0,0.5435054476707831
1,0.0980761713324595
0,0.5761924737669207
0,0.6392426544996004
0,0.48768775602125924
1,0.10813232901463304
1,0.053409112908046584
0,0.4595030496216274
1,-0.08371337931609286
0,0.5056273976942531
1,0.5646813406643337
0,0.18821600932621707
0,0.4430007348941055
0,0.17506261860343833
1,0.3625568075679343
0,0.0058114887598067575
0,0.6702506797972808
0,0.8656580928288166
1,-0.07251047043720212
1,0.025977902866405216
1,-0.03929279230104563
0,0.3614854995163208
1,-0.06825728369726482
0,0.2918258896722295
1,0.30554966058886357
0,0.43361239635070564
1,0.06681022476912142
0,-0.08082449059800115
0,0.4427779548142411
0,0.3798817234092888
0,0.20016186310900602
0,0.1638992199590376
0,0.35421814344316616
0,1.1177484301863663
0,0.6829157546723283
0,0.4814059531218069
0,0.13132568090205707
0,0.6939446398517493
0,0.6205341477429733
0,0.4475220519679249
0,0.20838600641625976
0,1.5941863664787312
0,0.23632352226434675
0,0.5632838525539906
0,0.5375133851396838
0,0.4292397925500474
0,0.27634656651455763
0,0.5638657166954683
0,0.32637257420149446
0,0.1340619495630861
0,0.182227678956084
0,0.6468453150255921
0,0.4308640566875697
0,0.1814706601607943
0,1.4481059785689219
0,0.29436069923312014
0,0.7276378239061275
0,0.4202792602900294
0,0.5074379132186394
0,0.1451263415707387
0,-0.012243006542712336
0,1.325200871354468
1,0.1635380159165974
0,0.4757387692164839
0,0.24735248032348703
0,0.23277632829887632
0,0.10160678162679579
1,0.24435372972903588
0,0.27116085716471255
0,0.2999385693992244
0,0.32669411396518777
0,0.4883642691556951
0,0.32314683167770036
1,0.2767982526265582
0,1.5665269527189067
0,0.34107273313202097
0,0.3020847546043135
0,0.029810859975219577
0,0.08709097039465472
0,0.20203590870803959
0,0.3961864745009718
0,0.54048327979287
0,0.3014938415810033
0,0.7249828583086598
1,0.1130976502572356
0,0.5850921852380266
0,0.2327876279625031
0,0.08877286808227099
0,0.6293711295788732
0,0.03293107084851139
0,0.284541028468097
0,0.47281607479267596
1,0.20032636628137063
0,0.04749721919345918
0,0.21266234043200907
0,0.6466611737340004
0,0.3819748065436549
0,0.42878134504590937
0,0.12302866287760615
0,-0.015120002566747826
0,0.9941043507746588
0,0.7749767164128822
0,0.9581350368797213
0,1.23254794776083
0,1.3216139134263227
0,0.4261869562943938
0,1.1816331467035324
0,0.7206762457732898
0,0.5930489186375589
0,1.0191842191152845
0,0.1688333708230576
0,1.180338536554864
0,0.9599861615276684
0,2.1907064576071362
0,1.2479168268280851
0,0.30456018231300097
0,0.4188680263466726
0,-0.09091041150944401
0,1.0020323647262819
0,1.10613900974844
0,0.39047460865117645
0,0.7952675211203012
0,0.7007396487640492
0,0.4019635433526334
0,1.011507286263903
0,1.3823945946695615
0,1.1441307030096444
0,0.1453163554171353
0,0.8493276310738146
0,0.7666681710635268
0,1.1866955318496004
0,1.1322293386288456
0,0.837252534169759
0,0.592729551202017
0,0.6372211408608774
0,0.22579310527719018
0,1.333249330609911
0,0.48479015093603284
0,1.1561019939235462
0,0.4580593588921069
0,0.48100968635711827
0,1.298353104931436
0,0.447275923292205
0,0.17729844686261176
0,1.30296345795939
0,0.5918394558276495
0,1.6319037268967165
0,1.1884277980698492
0,1.2356005254213163
0,1.0799489035969017
0,0.7384845548133804
0,0.808223367124261
0,0.7917546302155989
0,0.284694745737526
0,0.7372630752669969
0,0.623764764010431
0,0.7980585177602724
0,0.37084990079462055
0,1.0100754774081873
0,1.0676145793892806
0,0.8683977328839523
0,0.715808912013377
0,0.6529626690615165
0,0.5999344275975818
0,0.43260563208050384
0,0.5896748510040402
0,0.9191229725828768
0,1.0287828888694515
0,0.04834122138072017
0,1.28040415500349
0,0.8484460886890484
1,0.7986376374956295
0,0.931836579791194
0,0.8402452990924475
0,0.8188808619424439
0,1.472475602952578
0,1.189034814919702
0,0.5781626397224017
0,1.269731122791086
0,1.2358713106438037
0,0.5894713849739178
0,1.364725414966899
0,1.1986598946539095
0,1.0788925437949528
0,0.8235132151466917
0,0.7240449294051209
0,0.8162385819883
0,1.3247397634110374
0,1.3062615713257306
1,0.20053308380682963
0,0.755891113892402
0,1.1610661399957045
0,1.4397128646493669
