stable_rate,Precision,Recall_TPR,F1,FPR,AUC_ROC,DAF_top10%,DAF_top5%,DAF_top1%,TP,FP,FN,TN
0.09401709401709402,0.717391304347826,0.42857142857142855,0.5365853658536586,0.01752021563342318,0.932765273061769,6.3688205887798555,7.814471243042672,7.597402597402597,198,78,264,4374
