target,r2_full,r2_top20,r2_top40,r2_top60,r2_top80,best_k,best_r2
formation_energy_per_atom,0.9151338300450675,0.9061683364828386,0.9159210148003956,0.9164270181999643,0.9143441630000652,60,0.9164270181999643
energy_above_hull,0.8043269819055091,0.8006003300268726,0.807139518450517,0.8060197268293834,0.8042162606048493,40,0.807139518450517
