target,R2,RMSE,MAE,MRE,Max_error,p95_error,R2_CI_lo,R2_CI_hi,MAE_CI_lo,MAE_CI_hi,PICP_conformal,MPIW_conformal,PICP_old_ensemble,ECE,sigma_pearson_r,sigma_pearson_p,phys_share,phys_baseline_R2,ml_increment_R2,AD_sigma_R2_trusted,AD_sigma_R2_untrusted,AD_knn_R2_trusted,AD_knn_R2_untrusted,AD_lev_R2_trusted,AD_lev_R2_untrusted,AD_sigma_knn_agreement,AD_sigma_lev_agreement,Precision,Recall,F1,AUC,AUC_PR,DAF_top10%,DAF_top5%,EF_top10%,DAF_confident_top10%
formation_energy_per_atom,0.910274364296795,0.2952149350508184,0.19299220702507378,0.5599475371343106,1.8755071485445838,0.639957646732695,0.902802243323815,0.9173620499875339,0.18685994637628628,0.19922406593125028,0.8229548229548229,0.6339681261446427,0.24053724053724054,0.10370370370370369,0.3893822048879345,1.217248935361718e-177,0.8669943429283565,0.7892027243580272,0.1210716399387678,0.9570018525499578,0.8659352019635542,0.9114736262238903,0.8643029004709628,0.9108524139957819,0.8196053149180161,0.531949531949532,0.5101750101750102,,,,,,,,,
energy_above_hull,0.7928461871659648,0.27864983181938247,0.17861087602080036,6817.261549719404,2.2791906853266393,0.5967066122265484,0.7727905481318739,0.8102959282435201,0.1726822309888683,0.18474043363963202,0.8233618233618234,0.5826625899808807,0.23972323972323972,0.09955229955229952,0.3431987983266309,7.085989616254443e-136,0.7360746694797001,0.583593995166428,0.20925219199953682,0.8860417883450723,0.7263447535271386,0.7844010622329717,0.8228855334080443,0.7828054526376766,0.9340776860349831,0.525030525030525,0.5056980056980057,0.6526946107784432,0.47186147186147187,0.5477386934673367,0.9258842759516613,0.5707344197815124,6.108868728013331,7.293506493506493,6.108868728013331,5.369142857142857
