R2,MAE,RMSE,seed
0.8046807050704956,0.23581260442733765,0.3288401961326599,42
0.7979416847229004,0.24211758375167847,0.33446502685546875,123
0.7929823398590088,0.23316501080989838,0.33854469656944275,456
