method,RMSE,MAE,R2,PICP,MPIW,CWC,nominal_coverage,target,uncert_err_corr
ensemble_rf,0.3259283954635937,0.22198933998100662,0.8906335056184332,0.896011396011396,0.9280436304436306,0.9280436304436306,0.8,formation_energy_per_atom,0.6082011124311038
ensemble_rf,0.300086418451844,0.19608787749287748,0.7597474304898033,0.8868538868538869,0.7297128612128614,0.7297128612128614,0.8,energy_above_hull,0.6817976829907845
