target,fusion_R2,fusion_MAE,pcrl_R2,PICP,MPIW,sigma_err_corr,phys_share,Precision,Recall,F1,AUC,DAF_top10%,DAF_top5%,DAF_confident_top10%
formation_energy_per_atom,0.9113147003549024,0.19175654836842748,0.9113147003549024,0.2382987382987383,0.11985919594138447,0.3782484358079138,0.8660046019785264,,,,,,,
energy_above_hull,0.7943153327568464,0.17798499931252962,0.7943153327568464,0.24053724053724054,0.1089292393813512,0.37413767650976765,0.7347132443496167,0.6501457725947521,0.48268398268398266,0.5540372670807453,0.9264657549697982,6.130531383077209,7.336920222634509,5.189202657807309
