target,nominal,PICP_mean,PICP_std,PICP_min,PICP_max,all_meet_nominal,MPIW_mean
formation_energy_per_atom,0.8,0.8157916157916159,0.005392563408013937,0.8101343101343101,0.8229548229548229,True,0.6211251005166123
energy_above_hull,0.8,0.8120879120879121,0.00862490425760615,0.8021978021978022,0.8233618233618234,True,0.5716055400664606
