RMSE,MAE,R2,method,physics_share,ml_share,baseline_R2,ml_gain,target
0.5296536404065515,0.40024067609876013,0.7111822917913634,physics_only,,,,,formation_energy_per_atom
0.2973870079615994,0.19559511968033566,0.9089491766931314,ml_only,,,,,formation_energy_per_atom
0.29941615129547694,0.1982764307353339,0.9077024141866524,pgml,0.7834971910134433,0.21650280898655672,0.7111822917913633,0.19652012239528915,formation_energy_per_atom
0.43390839414659277,0.3289584968797534,0.49769041618511545,physics_only,,,,,energy_above_hull
0.2754093785406349,0.1774238996187069,0.7976362069102434,ml_only,,,,,energy_above_hull
0.28351673031720315,0.18384714800380186,0.7855466947846822,pgml,0.6335593026987794,0.36644069730122064,0.4976904161851141,0.2878562785995681,energy_above_hull
