target,r2_LightGBM,r2_XGBoost,r2_HistGBT,r2_stacking,improvement_vs_best
formation_energy_per_atom,0.9150393260655589,0.9126992049816747,0.9137091468860665,0.9177241371740248,0.0026848111084658566
energy_above_hull,0.8068242322920023,0.8059010776770912,0.8050142292250585,0.8127693228938198,0.005945090601817471
