target,R2,RMSE,MAE,R2_CI_lo,R2_CI_hi,PICP_conformal,MPIW_conformal,ECE,sigma_pearson_r,sigma_pearson_p,SR_baseline_R2,ml_increment_R2,SR_equation_fold1,AD_sigma_R2_trusted,AD_sigma_R2_untrusted
formation_energy_per_atom,0.910303118731752,0.29516762739571706,0.19491645690795084,0.9022372811431353,0.9174087911782659,0.8315018315018315,0.6612453327283225,0.09474969474969472,0.32596927849679574,5.270806520053723e-122,0.41312920118169794,0.497173917550054,"sub(-0.191, sqrt(add(sub(sub(sub(X7, sqrt(sub(X7, sqrt(sub(X7, sqrt(sub(X7, sqrt(-0.593)))))))), sqrt(add(X3, sqrt(sub(X10, sqrt(-0.289)))))), sqrt(X10)), X10)))",0.9450660813804483,0.8741836218924126
