target,r2_point,std_PICP,std_MPIW,std_ECE,cqr_PICP,cqr_MPIW,cqr_ECE,cqr_MPIW_trusted,cqr_MPIW_untrusted,std_MPIW_trusted,std_MPIW_untrusted
formation_energy_per_atom,0.892980136876757,0.8121693121693122,0.6556516457931084,0.2986150712830957,0.8017908017908018,0.8237834087054677,0.16843077840147033,0.6825436766695695,1.0330831354965173,0.6567446968063445,0.6552706434240468
energy_above_hull,0.7626977185734741,0.8068783068783069,0.5896918812386649,0.310020366598778,0.8070818070818071,0.718982410008783,0.17248795390194224,0.5533884422472998,0.9498532482532717,0.5895867121237962,0.5894901171011934
