n_overlap,R2_wolv_model_vs_matbench,MAE_wolv_model_vs_matbench,R2_wolv_model_vs_wolv,MAE_wolv_model_vs_wolv,R2_matbench_vs_wolv_DFT,MAE_matbench_vs_wolv_DFT
1255,-14.654386727078105,2.5127828207171317,0.9813450357370346,0.08024283665338647,-14.687210689387541,2.505153784860558
